docid,label
2187514256,000000001
2257726632,000000100
2526243138,000001000
2255205132,000001000
2155442828,010000000
2380625434,000001000
2309443808,000001000
2176468502,000000001
2211339744,000000001
2332750521,100000000
2487335310,000001000
2159229898,100000000
2237501288,000100000
2237162722,000001000
2191823928,000001000
2182463852,000001000
2521499007,000001000
2506665098,000001000
2554892793,000001000
2278840928,000001000
2433571798,100000000
2322157294,000001000
2156566317,000001000
2554844296,000010000
2394584270,000010000
2201669556,000001000
2475177426,000001000
2209605532,000001000
2278677764,000000001
2588366627,000001000
2454920429,100000000
2484492040,000001000
2566986252,000001000
2592008389,000001000
2470401222,000001000
2225424089,000001000
2535400638,000001000
2257678922,000000010
2407497541,000001000
2358794585,000001000
2564253925,000001000
2218983786,000001000
2354534151,000001000
2199842425,000001000
2487402278,000001000
2195253509,000001000
2317890439,000001000
2517086920,000001000
2590094153,000000010
2309443919,000001000
2196843112,000001000
2282779472,000100000
2403406597,000000001
2377984318,000001000
2357816777,000001000
2339069217,000001000
2496590544,100000000
2566966644,000101000
2257700354,000001000
2542639654,000001000
2546671561,000001000
2336728336,000001000
2195292116,000001000
2357779969,000001000
2343545249,000100000
2566966169,000010000
2579982584,000001000
2470365217,000000100
2275032336,000001000
2185832274,000000001
2470348711,000001000
2215692647,000001000
2157807105,010000000
2466669251,000000100
2557670977,000000010
2444393672,000001000
2322945785,000010000
2156530858,000000010
2295708811,000000100
2430661983,100000000
2513235440,000000100
2466533124,000100000
2416387587,000001000
2365978467,100001000
2216341319,000001000
2242099639,000001000
2389843020,000100000
2252202655,000001000
2511475530,000000100
2523459633,000001000
2408511979,100000000
2491766777,000010000
2163371084,000100000
2336662643,000100000
2332734705,000100000
2506712282,000001000
2155450287,000001000
2301447019,000001000
2590068050,000001000
2374636280,001000000
2178077625,000001000
2190215144,000001000
2583391922,000001000
2535377831,000000001
2376672669,000001000
2366150595,000001000
2305706623,000001000
2343599116,000000100
2444345850,100000010
2583345179,000001000
2367620316,000001000
2184204821,000001000
2596996229,000001000
2493512716,000001000
2376672735,000001000
2281060823,000000100
2247719887,000001000
2456457207,000001000
2284874746,000001000
2540824919,000000100
2535468792,000001000
2174686199,100000000
2413362366,000001000
2295760161,000000100
2347535135,000010000
2526340753,000001000
2554892174,000001000
2182517459,000001000
2234432522,000001000
2447948596,000100000
2159181835,000001000
2273858797,000001000
2408537130,000001000
2413342515,000000010
2349016899,000001000
2535469950,000001000
2369149884,000100000
2519641168,000000001
2526271603,001000000
2506604444,000001000
2310846275,000001000
2259223764,000001000
2509823494,100000000
2425712445,000010000
2470401946,000000100
2466554216,000001000
2420625904,000001000
2568656093,000001000
2473773355,000001000
2304223684,000001000
2358802539,000001000
2336724460,000000001
2395982606,000001000
2573459967,000010000
2364360463,000100000
2452502637,000001000
2583223445,000001000
2394872641,000010000
2255204135,000100000
2425732362,000100000
2326734960,000000100
2204924087,000000100
2416347125,000001000
2286047637,000100000
2313818771,000001000
2530838795,000000001
2470405288,000001000
2529088325,000001000
2529151822,000001000
2428323818,010000000
2366144775,000001000
2253596765,000001000
2287340628,000001000
2190208999,000100000
2329229424,100000000
2310853483,000000100
2463539834,000000001
2506612796,000001000
2257722114,000001000
2499755466,000000100
2287347241,000100000
2263378285,000100000
2420557208,000001000
2516993487,000000010
2482569230,000000100
2472018930,000000100
2178006287,000001000
2546571463,000001000
2263352974,000001000
2338976894,000001000
2496639743,000001000
2391597321,000001000
2345226884,000000001
2424348561,000100000
2491793548,010000000
2301404502,000100000
2564159274,000000001
2394890522,000000010
2253523983,000001000
2222460132,001000000
2360437266,000001000
2376672745,000001000
2590095303,000001000
2339065507,000001000
2165147419,000010000
2308217090,000000100
2288834249,000001000
2465469003,000001000
2478340748,000001000
2354598799,000001000
2354551921,000001000
2389840246,000001000
2339082752,000001000
2292649050,000001000
2259167081,000010000
2211313021,000100000
2414903047,010000000
2215694095,000001000
2283818192,000001000
2177968399,000001000
2374576881,100000000
2583344273,000010000
2398993621,100000000
2302648607,000001000
2550038323,000001000
2533870443,000000001
2287347721,000001000
2566965370,000001000
2345248730,100000000
2193528038,000010000
2291238011,001000000
2413363230,000000010
2253552313,000001000
2551645059,000001000
2169692901,000000010
2566945994,000001000
2171466902,100000000
2470382663,000001000
2551686512,000000010
2155485957,000010000
2564186192,000001000
2322076808,000100000
2342091958,000100000
2554893273,000001000
2284875291,000001000
2257697644,010000000
2307965227,000001000
2215785552,000000001
2369194222,000001000
2548327399,000001000
2222459719,000100000
2319772255,000001000
2190162224,000001000
2382276574,000001000
2517111377,000001000
2266008751,000001000
2220877004,000000100
2213002609,000001000
2366121988,000100000
2496618075,000001000
2180859435,001000000
2526226037,000001000
2557625176,000000010
2475201641,100000000
2201665309,000000001
2259215097,000100000
2432121062,000010000
2195279490,000001000
2564186492,100010000
2583317275,000001000
2339084418,000010000
2428299927,000001000
2576509772,000001000
2292677878,000000001
2529091247,000001000
2400078106,000001000
2596941223,000001000
2583390790,000000010
2319460071,000001000
2549997237,000001000
2176433184,000001000
2215765185,000001000
2398569622,000001000
2394558697,000010000
2540849464,000001000
2246313497,000001000
2369176480,000001000
2391429082,000000001
2389903816,000000100
2231332644,000001000
2322946043,100000000
2291123939,000001000
2592256645,000001000
2400080920,000001000
2316488102,000001000
2342088794,000001000
2302650596,000001000
2573486320,000000001
2324271807,000000001
2273650857,000001000
2191828086,000000100
2286089660,000001000
2358816308,000001000
2460875555,000001000
2312233059,100001001
2360369565,000001000
2332685673,000001000
2416343083,000001000
2216365601,000001000
2374571244,000000100
2201687510,000000001
2374615758,000000001
2354551791,000010000
2246285001,000010000
2301304443,000010000
2517035664,000100000
2295758271,000000100
2269676560,000001000
2557646827,000001000
2196838622,000001000
2535394045,000100000
2460854906,000000001
2519615105,000001000
2452589337,000000010
2354582322,000001000
2313770739,000001000
2478313129,000000010
2338956122,000001000
2506607034,000001000
2446607387,000001000
2596915934,000001000
2351963684,100000000
2576530064,000001000
2387122253,000001000
2389861794,100000000
2259223741,000001000
2166936446,000100000
2438855922,000001000
2391619243,000001000
2300089636,000000100
2324337229,000001000
2195263281,000001000
2216341790,000001000
2163422320,000001000
2473922408,000000010
2294232544,100000000
2409947942,000001000
2433554543,000001000
2204971994,000001000
2295760260,000001000
2272200243,000001000
2156569520,000000001
2401690022,001000000
2509665201,000001000
2240427464,000001000
2428244328,000000100
2460832741,100000000
2324338767,000001000
2347530484,000001000
2546610866,000001000
2329230894,000001000
2251003269,000100000
2371735003,000010000
2259214226,000001000
2428262792,100000000
2206599718,000001000
2350400254,000001000
2242074813,000001000
2378010252,000001000
2441837647,000001000
2275207399,000001000
2155444044,100000000
2573505412,000001000
2174856400,000001000
2180805678,000000001
2424374791,000000010
2196919830,000001000
2380621447,000001000
2420537454,000001000
2174847731,000001000
2487197543,000100000
2509712297,000010000
2357781794,000001000
2319505072,000000001
2480881719,000000001
2573556068,000010000
2319623629,000001000
2173074890,000000100
2206670953,000010000
2269811134,000001000
2425731126,000001000
2358775705,000001000
2317916515,000001000
2191855342,000000001
2382273653,000000001
2413397817,000001000
2367818651,000000001
2466527374,000000010
2404198028,100000000
2325766649,000100000
2491770318,000001000
2517038419,000010000
2213010750,000001000
2284969043,000100000
2263422409,000001000
2567009248,000001000
2573604752,000001000
2335470198,000001000
2360397505,000001000
2374528561,000001000
2324338604,000001000
2332711100,100000000
2529130854,000100000
2376652373,000001000
2436599307,000101000
2206669774,000001000
2513281475,000010000
2193556183,000100000
2354583754,000001000
2278559580,000001000
2413361302,000001000
2345294440,000001000
2428277674,000000010
2596922968,000000100
2425863194,000000001
2307965081,000001000
2487379239,000001000
2212987039,000001000
2171464898,000000100
2250745412,000001000
2157806351,000001000
2383949861,000000001
2201609125,000000100
2391449457,000001000
2433580177,000010000
2441860013,000001000
2259248871,000001000
2272192937,000001000
2358757477,000001000
2263370504,000001000
2246289230,100000000
2351962983,010000000
2557672864,000001000
2237187485,100000000
2493558669,000001000
2580000041,000001000
2225421099,000001000
2452560502,000001000
2242072139,000001000
2374533422,100000000
2465322954,000001000
2478339912,000001000
2291105820,010000000
2201658906,000001000
2190163096,100000100
2309638719,000000001
2511689249,000000001
2420541254,000001000
2463514786,000001000
2190188485,000000010
2517040080,000000001
2466547810,000001000
2382232073,000001000
2413364497,000001000
2229614612,100000000
2156545420,000001000
2516963918,000100000
2336727190,000001000
2358842613,000100000
2286085721,100000000
2199791976,000001000
2177995346,000001000
2583394277,000001000
2155440172,000001000
2343616115,000001000
2195309275,000001000
2345957804,000001000
2380581689,000001000
2535473311,000100000
2270869256,000001000
2583321254,000001000
2251045266,001000000
2218999679,000010000
2157782755,000001000
2592042964,000001000
2302668852,000000001
2530888166,000001000
2351913895,100000000
2564280173,000010000
2271018768,000001000
2538214951,000001000
2444348162,000001000
2259265781,100000000
2292648021,000001000
2187515335,000001000
2589902616,000001000
2546575790,000000010
2234409796,000001000
2231332271,000001000
2357760788,000001000
2484187909,000001000
2564207142,000001000
2329211069,000001000
2308064233,000001000
2542961971,000001000
2335470176,000001000
2169672121,000001000
2310802109,000000001
2345936432,000000100
2389841028,000001000
2447990989,000001000
2482522819,000000100
2550021523,000001000
2428262526,000001000
2400078398,001000000
2155486987,001000000
2460897573,000001000
2568633599,000001000
2472014367,000000001
2369148327,000010000
2521330141,000000010
2253599497,100000000
2166988759,100000000
2169689895,100000000
2261761194,100000000
2328006868,000001000
2503149460,000100000
2414908294,000001000
2438853677,000001000
2312233015,000001000
2579958033,000001000
2329274049,000010000
2374639421,000001000
2404280156,000001000
2517089076,100000000
2559285892,000000010
2408512646,000001000
2256268727,001000000
2413361283,000001000
2243989805,000001000
2247827618,000001000
2367817326,000001000
2460825660,000001000
2220877895,000100000
2332686079,000000010
2438832364,000000001
2247831050,000000100
2259219854,000001000
2463515661,000001000
2300047805,000100000
2374636718,000001000
2342063104,000001000
2187455499,000001000
2428244380,000000100
2287368872,000001000
2345301458,000000100
2436640770,100000000
2163334912,000001000
2428361872,000001000
2546672856,000010000
2171515949,000010000
2360421309,000000001
2295686763,000100000
2369149049,100000000
2272216080,000001000
2201693899,000000100
2336726358,000001000
2253598574,000000010
2576550997,000001000
2503145917,001000000
2334030736,100000000
2432170527,000001000
2305648647,000000010
2270987333,000001000
2329182089,000010000
2283793074,000000001
2334077745,000001000
2389907879,000100000
2378009480,000001000
2590095987,000001000
2470382568,000001000
2250721932,000001000
2470403966,000001000
2586238561,000001000
2526291164,000001000
2184186383,000001000
2526314313,000001000
2185858578,000100000
2187439650,000001000
2182545372,100000000
2592063675,000001000
2336744767,000001000
2281060220,100000000
2428238518,000001000
2252157312,100000000
2252250732,000001000
2589902532,000001000
2251002351,000010000
2180828667,000001000
2212982167,000000100
2288657270,000001000
2413344125,000000100
2413306312,010000000
2357800055,000000100
2176319872,000001000
2472153936,000100000
2542639177,000001000
2441856404,001000000
2564164396,000001000
2288757790,000000010
2301274029,000001000
2312299380,100000000
2364294936,000001000
2470444469,000001000
2195290176,000100000
2414949627,000001000
2592282130,000000100
2328008624,000001000
2511658334,000000100
2513308411,000000010
2588363085,000001000
2329229587,000000100
2351940838,000000100
2509718266,000001000
2250833555,000001000
2292648178,000001000
2583320726,000001000
2535470363,000001000
2234416124,000000010
2350378935,000001000
2466552050,100000000
2310797552,000001000
2424353233,000010000
2389931559,000000100
2416387443,000001000
2176320225,000001000
2155462672,000100000
2516966553,000001000
2506608285,000001000
2496788149,100000000
2413377384,000001000
2478122226,000001000
2549953870,000001000
2584454475,000001000
2557673009,000001000
2295779523,100000000
2401652341,000000100
2551644885,000001000
2313808630,000001000
2322047999,000001000
2519599133,000001000
2554825531,000001000
2389844016,000001000
2446593990,000001000
2404203241,000001000
2554816620,100000000
2182550273,000000010
2551714062,000001000
2295660192,000000001
2358837901,000000010
2554795040,001000000
2215783995,000001000
2389928143,000010000
2319506390,000000001
2335470082,000001000
2178055743,000001000
2519593279,000001000
2220878426,000000100
2592229777,100000000
2265919961,000001000
2278571315,000001000
2176319268,000001000
2499691038,000001000
2517038782,000001000
2499709684,000001000
2482594392,000001000
2535473283,000100000
2334176884,000001000
2195280168,000001000
2169649415,000000010
2165211083,000001000
2393236926,000000001
2317890689,000001000
2269635402,000000100
2177998995,000100000
2452610470,000010000
2573513307,000000001
2441863222,000001000
2312231692,000001000
2573582342,000001000
2540966757,000001000
2482526894,000001000
2292676161,000010000
2259219357,000000100
2166988712,100000000
2305693151,000001000
2294232322,000001000
2420558876,100000000
2389906207,000001000
2430658251,100000010
2232836909,000000100
2425861670,100000000
2242261531,000100000
2441834918,000000100
2312230958,000000010
2549954282,000001000
2484493889,100000010
2551715451,000001000
2178048598,000000010
2328005324,000001000
2564279898,000100000
2557625097,000000001
2449646441,100000000
2482569136,000001000
2165204429,000000001
2267369884,000001000
2250747003,000010000
2588412142,000001000
2336723723,000001000
2362808157,001000000
2345906152,000001000
2354536199,000001000
2499754587,000100000
2463540266,000000001
2185877407,000001000
2480941035,000001000
2309444568,000001000
2246429091,000001000
2395939672,000001000
2473728544,000001000
2588336006,000001000
2521327325,000001000
2191861567,000001000
2214883186,000001000
2176320022,000001000
2549996872,000001000
2345270194,000001000
2456461220,000001000
2242075961,100000000
2509823894,000000100
2456498658,000100000
2446605921,000001000
2371754483,000000010
2303974415,000000001
2546589732,000001000
2466534449,000001000
2506585506,000001000
2157768414,000001000
2329253857,000001000
2394566107,000010000
2482526861,000001000
2420537108,000001000
2526320680,000001000
2546652959,000001000
2335469978,000001000
2374509959,100000000
2345936737,000100000
2211224147,000001000
2295662243,000100000
2259173407,000001000
2523433586,000010000
2404670356,000001000
2256392669,000001000
2216309835,000001000
2196819309,000001000
2272246713,100000000
2259164390,000000001
2319776579,000000001
2195318121,001000000
2392984631,000001000
2310856416,000001000
2496816568,000001000
2312251962,000000100
2256259737,000001000
2470444202,000001000
2586242109,000001000
2169693440,000010000
2436620728,000001000
2206651583,000001000
2395956871,000001000
2203245070,001000000
2551664430,000000001
2380762338,000001000
2560935698,000001000
2351956171,000001000
2343576333,000000100
2316389327,100000000
2266015627,001000000
2391424897,000010000
2441837419,000100000
2206644172,000010000
2447986645,000000010
2204953186,000001000
2238923067,010000000
2420647328,100000000
2232778474,000001000
2420603292,000001000
2358796673,000100000
2310806607,000001000
2499759647,000010000
2460809472,000000001
2310806575,000001000
2244003788,000001000
2496618779,000001000
2329178717,010000000
2564158701,000001000
2176320495,000001000
2253596957,000001000
2484363503,000001000
2240473732,100000000
2324340972,000100000
2493368578,000000100
2568681163,000001000
2328043824,000000001
2173127563,000100000
2380600531,000001000
2433577575,000001000
2463534875,000001000
2304246688,000001000
2408557769,000001000
2452520102,000010000
2423045766,000001000
2218999381,000001000
2592039011,100000000
2322158969,000001000
2487430128,000001000
2529110698,000001000
2566945112,000000001
2219051604,000001000
2319776413,000100000
2326757503,001000000
2535378006,000001000
2487398292,000100000
2211308379,000001000
2592037213,000001000
2264431730,000001000
2305669608,000000001
2271010964,000001000
2272216022,000001000
2185833548,000001000
2478314258,000000010
2417766731,010000000
2564208056,000000001
2535375219,000001000
2343548942,100000000
2349014164,000001000
2349014061,000000001
2491725017,100000000
2484188614,000001000
2203243715,000001000
2343617625,000000001
2403428833,000100000
2458263026,000001000
2163364946,000001000
2259198956,000001000
2506684421,000001000
2583338896,000001000
2506658258,000000001
2326750820,000001000
2159142883,000001000
2335447270,000001000
2349031993,000001000
2460915079,000001000
2452606409,000010000
2360391511,000001000
2403407004,000010000
2557649755,000001000
2222282302,000010000
2490077549,000000100
2265919897,000001000
2215710448,000001000
2369134207,000100000
2546612871,000001000
2447962838,000000010
2549953622,000001000
2334030317,000000001
2470403318,000001000
2519591249,000001000
2251007333,000100000
2228070350,000001000
2564163635,000001000
2438858765,000001000
2305710900,000001000
2570635907,000001000
2592227733,000001000
2414923186,100000000
2252226935,000001000
2317920690,000100000
2295666618,000001000
2395939727,000100000
2487450775,000001000
2583243509,000001000
2246404705,000001000
2295685797,000001000
2465326775,000100000
2496575405,001000000
2377979063,000001000
2430660793,000001000
2209549564,001000000
2159142863,000001000
2360439068,000000100
2279780177,000001000
2190182911,000010000
2312272693,000010000
2317889622,000001000
2550022332,100000000
2201486365,000001000
2292648405,000001000
2237187875,100000000
2432141907,000001000
2272219625,000000100
2305709389,000000001
2542661287,000010000
2478291817,000000001
2470351116,010000000
2398589933,100000000
2234344212,000001000
2436620067,000001000
2271015307,000000010
2409945747,000001000
2493552228,001000000
2409963023,000000001
2559313051,000000010
2389928303,000001000
2199819109,000100000
2369151265,000001000
2367795497,000001000
2452608831,000000100
2394560894,100000000
2213031861,001000000
2185881520,000100000
2305706710,000001000
2228329350,000000001
2328028596,000000100
2206597056,000100000
2229564555,000001000
2312277500,000000100
2165200195,000001000
2249235305,000000001
2428341149,100000000
2312274866,000001000
2454921856,000010000
2456478475,110000000
2583313652,000100000
2201485643,000001000
2478339148,000001000
2535420887,100000000
2424485489,000001000
2436636588,000000010
2416405871,000100000
2237163134,000100000
2526390634,000001000
2215765579,000000001
2182499292,000001000
2408560604,000010000
2506614143,000000001
2490078176,000001000
2414925636,000000100
2201658151,000001000
2409945861,000001000
2358774860,000100000
2199839004,000001000
2404672735,000001000
2178055766,000000100
2446610441,000001000
2436363904,000001000
2288658625,000001000
2228055828,000000100
2358776465,000100000
2487197148,000001000
2403547680,000001000
2180811381,000001000
2487355591,000001000
2283774871,000000010
2155439852,000001000
2413418542,000001000
2454900920,000100000
2300061616,000001000
2345231453,000000001
2369172975,100000000
2203315227,000001000
2535353420,000001000
2444367589,000100000
2295735559,000100000
2578294275,000001000
2473736511,000001000
2400102748,000001000
2169668955,000010000
2535352669,000001000
2546015618,000001000
2211261233,000001000
2259170091,000001000
2279901527,100000000
2546597117,000001000
2313770088,100000000
2272192735,000001000
2586265278,000001000
2452518111,000001000
2215014505,000100000
2155484717,000001000
2513262196,000000010
2176316557,000001000
2232778431,000001000
2487430078,000000001
2491720069,000001000
2295687602,000001000
2596997836,000100000
2234436399,000010000
2273837875,000001000
2389864076,000001000
2165149315,100000000
2173098397,000001000
2503193136,000001000
2371755299,000001000
2506684234,100000000
2583242492,001000000
2187517762,000001000
2509713381,000001000
2201695107,000100000
2191833392,000001000
2401627741,000001000
2313743010,000000001
2441836045,000000100
2517086189,000001000
2347483898,001000000
2222481293,000001000
2449482604,000000100
2436641355,000001000
2557672941,000001000
2378007464,000001000
2238959791,000001000
2566944783,000001000
2526367306,000010000
2466533208,100000010
2247784851,000001000
2548334376,000001000
2578365087,000100000
2538212281,000000001
2291145474,000000001
2592012697,000001000
2171444248,100000000
2530840005,000000100
2592091168,000001000
2269549104,000001000
2573584218,000000001
2307965929,000001000
2376654231,000100000
2554868998,000001000
2335470430,000001000
2470407298,000000001
2199985973,000001000
2526367381,000000100
2171488581,000001000
2395960565,000001000
2499690685,010000000
2519640834,000001000
2496619679,000100000
2304230844,000100000
2351979035,000000001
2266034932,000001000
2454898088,000001000
2391445472,100000000
2542639631,000001000
2339058887,000001000
2336709496,100000000
2364364291,000001000
2257749754,000001000
2554873502,000001000
2454937604,000001000
2195136522,000001000
2400121974,000001000
2530868524,000001000
2252226505,000001000
2570680912,000001000
2576486256,000001000
2287386045,000001000
2470343958,000000001
2517082328,000001000
2339082952,000001000
2182488809,000001000
2324342406,010000000
2374576871,000000010
2173098319,100000000
2542636459,000001000
2173120088,000010000
2231392684,000001000
2223796049,010000000
2407495825,000001000
2475219086,000010000
2472153420,000001000
2557672590,000001000
2266017256,000001000
2590097882,000000010
2360413323,000100000
2319651369,000100000
2583217090,000010000
2583244400,000001000
2490075112,000001000
2428278553,000001000
2201692376,000001000
2302696498,000001000
2187486411,000000010
2313763472,000001000
2506604086,000001000
2376694060,100000000
2535357375,000000100
2159173654,000001000
2487453836,000010000
2523412993,010000000
2463532139,000001000
2358971536,000001000
2326730635,000001000
2257724108,000000010
2313742058,100000000
2553258584,000001000
2473754071,000001000
2332759040,000001000
2568703143,000001000
2275202411,100000000
2283814533,000100000
2511634629,000001000
2484367519,000001000
2269550565,000001000
2322157697,000000100
2554842295,000001000
2496593046,100000000
2517034405,000001000
2174732457,000001000
2506689438,000001000
2506689162,000001000
2436614294,000000010
2592089074,000001000
2326771241,000001000
2482545905,010000000
2389862754,000001000
2234391809,000001000
2374492369,000000100
2220605522,000001000
2564229234,000001000
2408536214,000100000
2586240640,000001000
2400262957,000001000
2400083927,000001000
2548349187,000000001
2294159272,000001000
2449770740,000000100
2440185990,000100000
2506582878,000010000
2232778599,000001000
2358770913,000001000
2223743553,000001000
2259268897,000010000
2559306392,000001000
2564233825,000001000
2413414067,000001000
2328030259,000001000
2238816863,000100000
2256262799,000001000
2470367039,000001000
2322052416,010000000
2272244233,000000001
2458093784,000001000
2458065773,000000010
2376675309,000000010
2413362126,000000001
2487215248,001000000
2395961605,000000100
2191773132,000001000
2234340485,000001000
2487401533,000001000
2447985462,000001000
2564231161,000100000
2385948584,001000000
2395938036,100000000
2304019060,000100000
2358801736,000001000
2157767567,000100000
2535377776,100000000
2319459274,000001000
2340833460,000000010
2452539684,000001000
2526243859,000000010
2173068789,100000000
2482569365,000000001
2211308244,000001000
2484215091,000001000
2551663790,001000000
2396002264,000010000
2480898843,000010000
2300068414,000001000
2304229125,000001000
2357645185,000001000
2347483937,001000000
2159173405,000001000
2242280045,001000000
2452523363,000010000
2509667870,000001000
2401670846,000001000
2526289964,000100000
2234415777,000001000
2270897068,100000000
2383950584,000001000
2579998389,000001000
2414903499,000001000
2423093401,000100000
2231386530,000001000
2548454380,000001000
2523412934,000000100
2218983975,000001000
2374616350,000001000
2238814986,100000000
2535579092,000001000
2360413360,000001000
2313808942,000001000
2201604794,100000000
2362748334,000001000
2211311433,100000000
2559288023,000100000
2413357845,100000000
2447965423,000000100
2478312667,000010000
2420578041,000001000
2163334029,000001000
2579956961,100000000
2324255762,000100000
2234414910,000100000
2394566162,000001000
2376654472,000001000
2324359817,000001000
2354597117,000010000
2463510347,100000000
2391597010,000001000
2332749164,000001000
2509736363,100000000
2247806449,000000100
2509735409,000000001
2465347251,000001000
2322933115,000010000
2549993125,000001000
2436638951,000000010
2269637532,000001000
2345294949,000001000
2523406651,000001000
2283818334,000001000
2301399887,000001000
2447963973,000001000
2413401452,000000010
2414966704,000000001
2535464578,000000001
2573628826,000001000
2313771216,000001000
2362748803,000001000
2423091256,000001000
2567010007,000001000
2364338703,010000000
2328023321,000001000
2165173860,000001000
2324212860,001000000
2444304873,000001000
2195317832,000001000
2414967202,000001000
2470464082,000010000
2237188720,010000000
2586785337,000001000
2232786801,000001000
2583263803,000001000
2305710255,000000010
2420558729,000001000
2358840627,000010000
2446612197,000001000
2364361587,000000001
2317889070,000001000
2176320087,000001000
2155462010,000001000
2291098503,000001000
2434974854,000000010
2272223661,010000000
2482521611,100000000
2487381698,000010000
2190234821,000000100
2275201852,000001000
2546595459,000000001
2246313600,000000100
2178078457,000000010
2580026539,100000000
2538195256,000100000
2470348370,000001000
2376672046,000001000
2332749038,000001000
2447987224,000000001
2250728215,100000000
2191881914,000001000
2467601880,000001000
2165151524,000001000
2542664697,100000000
2302693331,000010000
2209631012,000001000
2345220339,000001000
2374620896,000001000
2436598802,000001000
2511663939,000000100
2410092041,000001000
2490096871,000001000
2535469433,000001000
2301304861,000010000
2376651084,000100000
2416366628,000001000
2590046565,000010000
2367816528,000100000
2182518163,000001000
2294234816,000001000
2478291550,100000000
2452567173,000001000
2256259489,000001000
2391446397,000001000
2339058066,000001000
2529110334,000000100
2564280415,000001000
2201695914,000000100
2190212950,000001000
2156548781,000100000
2343597392,000000001
2502663634,000100000
2460892354,000000001
2301399509,000001000
2324271041,000001000
2484514190,000010000
2564228858,000000100
2228163509,000000100
2591986352,000001000
2228330804,000001000
2389903967,000001000
2394561207,000010000
2195318011,001000000
2212980627,100000000
2586242992,000000010
2501435331,000000010
2234344046,000001000
2313809727,000000001
2423052723,000001000
2275221709,000001000
2530869551,000010000
2382258637,000001000
2273836572,000000100
2526363842,000010000
2566948174,000010000
2309639740,000000100
2196865430,000001000
2354573395,000001000
2561003901,000000100
2349053750,000000001
2360376110,000010000
2385628812,000010000
2589922680,000001000
2237154001,000001000
2300086412,000000010
2257729481,000001000
2538232784,000001000
2583393008,000001000
2336662990,000000001
2364318609,000000001
